-5.0000	-0.0003
-4.8000	-0.0003
-4.6000	-0.0003
-4.4000	-0.0002
-4.2000	-0.0001
-4.0000	-0.0001
-3.8000	-0.0001
-3.6000	-0.0001
-3.4000	-0.0001
-3.2000	-0.0001
-3.0000	-0.0001
-2.8000	-0.0001
-2.6000	-0.0001
-2.4000	-0.0001
-2.2000	-0.0001
-2.0000	0.0000
-1.8000	0.0003
-1.6000	0.0009
-1.4000	0.0021
-1.2000	0.0043
-1.0000	0.0080
-0.8000	0.0138
-0.6000	0.0222
-0.4000	0.0332
-0.2000	0.0464
0.0000	0.0606
0.2000	0.0741
0.4000	0.0847
0.6000	0.0909
0.8000	0.0918
1.0000	0.0882
1.2000	0.0823
1.4000	0.0766
1.6000	0.0740
1.8000	0.0758
2.0000	0.0822
2.2000	0.0914
2.4000	0.1011
2.6000	0.1085
2.8000	0.1111
3.0000	0.1075
3.2000	0.0974
3.4000	0.0820
3.6000	0.0635
3.8000	0.0445
4.0000	0.0278
4.2000	0.0150
4.4000	0.0070
4.6000	0.0036
4.8000	0.0036
5.0000	0.0060
5.2000	0.0094
5.4000	0.0129
5.6000	0.0162
5.8000	0.0194
6.0000	0.0231
6.2000	0.0280
6.4000	0.0344
6.6000	0.0422
6.8000	0.0502
7.0000	0.0570
7.2000	0.0606
7.4000	0.0598
7.6000	0.0542
7.8000	0.0443
8.0000	0.0317
8.2000	0.0183
8.4000	0.0059
8.6000	-0.0042
8.8000	-0.0110
9.0000	-0.0143
9.2000	-0.0143
9.4000	-0.0120
9.6000	-0.0084
9.8000	-0.0050
10.0000	-0.0028
10.2000	-0.0025
10.4000	-0.0040
10.6000	-0.0069
10.8000	-0.0104
11.0000	-0.0141
11.2000	-0.0176
11.4000	-0.0210
11.6000	-0.0242
11.8000	-0.0275
12.0000	-0.0304
12.2000	-0.0323
12.4000	-0.0324
12.6000	-0.0299
12.8000	-0.0241
13.0000	-0.0150
13.2000	-0.0031
13.4000	0.0106
13.6000	0.0244
13.8000	0.0366
14.0000	0.0454
14.2000	0.0493
14.4000	0.0479
14.6000	0.0416
14.8000	0.0318
15.0000	0.0205
15.2000	0.0094
15.4000	0.0001
15.6000	-0.0069
15.8000	-0.0114
16.0000	-0.0139
16.2000	-0.0152
16.4000	-0.0160
16.6000	-0.0167
16.8000	-0.0179
17.0000	-0.0198
17.2000	-0.0224
17.4000	-0.0258
17.6000	-0.0297
17.8000	-0.0336
18.0000	-0.0370
18.2000	-0.0392
18.4000	-0.0394
18.6000	-0.0376
18.8000	-0.0338
19.0000	-0.0287
19.2000	-0.0229
19.4000	-0.0172
19.6000	-0.0121
19.8000	-0.0082
20.0000	-0.0053
20.2000	-0.0035
20.4000	-0.0027
20.6000	-0.0024
20.8000	-0.0024
21.0000	-0.0026
21.2000	-0.0026
21.4000	-0.0023
21.6000	-0.0017
21.8000	-0.0009
22.0000	0.0001
22.2000	0.0009
22.4000	0.0014
22.6000	0.0015
22.8000	0.0011
23.0000	0.0003
23.2000	-0.0007
23.4000	-0.0017
23.6000	-0.0025
23.8000	-0.0029
24.0000	-0.0029
24.2000	-0.0025
24.4000	-0.0017
24.6000	-0.0008
24.8000	0.0001
25.0000	0.0007
25.2000	0.0011
25.4000	0.0012
25.6000	0.0010
25.8000	0.0008
26.0000	0.0006
26.2000	0.0004
26.4000	0.0005
26.6000	0.0008
26.8000	0.0013
27.0000	0.0019
27.2000	0.0025
27.4000	0.0031
27.6000	0.0034
27.8000	0.0035
28.0000	0.0033
28.2000	0.0028
28.4000	0.0023
28.6000	0.0018
28.8000	0.0014
29.0000	0.0012
29.2000	0.0012
29.4000	0.0014
29.6000	0.0017
29.8000	0.0021
30.0000	0.0025
30.2000	0.0028
30.4000	0.0031
30.6000	0.0033
30.8000	0.0033
31.0000	0.0032
31.2000	0.0028
31.4000	0.0023
31.6000	0.0016
31.8000	0.0009
32.0000	0.0002
32.2000	-0.0004
32.4000	-0.0008
32.6000	-0.0009
32.8000	-0.0009
33.0000	-0.0007
33.2000	-0.0004
33.4000	-0.0001
33.6000	0.0002
33.8000	0.0005
34.0000	0.0006
34.2000	0.0006
34.4000	0.0006
34.6000	0.0005
34.8000	0.0005
35.0000	0.0005
