-5.0000	-0.0405
-4.8000	-0.0479
-4.6000	-0.0528
-4.4000	-0.0542
-4.2000	-0.0522
-4.0000	-0.0472
-3.8000	-0.0401
-3.6000	-0.0318
-3.4000	-0.0232
-3.2000	-0.0151
-3.0000	-0.0079
-2.8000	-0.0023
-2.6000	0.0010
-2.4000	0.0015
-2.2000	-0.0013
-2.0000	-0.0079
-1.8000	-0.0181
-1.6000	-0.0311
-1.4000	-0.0454
-1.2000	-0.0589
-1.0000	-0.0690
-0.8000	-0.0739
-0.6000	-0.0725
-0.4000	-0.0654
-0.2000	-0.0539
0.0000	-0.0400
0.2000	-0.0253
0.4000	-0.0110
0.6000	0.0029
0.8000	0.0163
1.0000	0.0294
1.2000	0.0415
1.4000	0.0513
1.6000	0.0566
1.8000	0.0552
2.0000	0.0459
2.2000	0.0289
2.4000	0.0067
2.6000	-0.0167
2.8000	-0.0371
3.0000	-0.0511
3.2000	-0.0574
3.4000	-0.0563
3.6000	-0.0500
3.8000	-0.0406
4.0000	-0.0301
4.2000	-0.0198
4.4000	-0.0105
4.6000	-0.0024
4.8000	0.0042
5.0000	0.0094
5.2000	0.0131
5.4000	0.0155
5.6000	0.0166
5.8000	0.0168
6.0000	0.0162
6.2000	0.0149
6.4000	0.0132
6.6000	0.0113
6.8000	0.0096
7.0000	0.0082
7.2000	0.0075
7.4000	0.0077
7.6000	0.0087
7.8000	0.0104
8.0000	0.0125
8.2000	0.0146
8.4000	0.0162
8.6000	0.0172
8.8000	0.0173
9.0000	0.0168
9.2000	0.0158
9.4000	0.0148
9.6000	0.0141
9.8000	0.0143
10.0000	0.0155
10.2000	0.0178
10.4000	0.0211
10.6000	0.0248
10.8000	0.0281
11.0000	0.0299
11.2000	0.0294
11.4000	0.0260
11.6000	0.0198
11.8000	0.0114
12.0000	0.0019
12.2000	-0.0074
12.4000	-0.0154
12.6000	-0.0211
12.8000	-0.0241
13.0000	-0.0245
13.2000	-0.0225
13.4000	-0.0187
13.6000	-0.0139
13.8000	-0.0088
14.0000	-0.0044
14.2000	-0.0015
14.4000	-0.0007
14.6000	-0.0026
14.8000	-0.0074
15.0000	-0.0145
15.2000	-0.0232
15.4000	-0.0318
15.6000	-0.0388
15.8000	-0.0429
16.0000	-0.0434
16.2000	-0.0406
16.4000	-0.0353
16.6000	-0.0285
16.8000	-0.0215
17.0000	-0.0150
17.2000	-0.0093
17.4000	-0.0045
17.6000	-0.0007
17.8000	0.0024
18.0000	0.0047
18.2000	0.0061
18.4000	0.0069
18.6000	0.0069
18.8000	0.0062
19.0000	0.0051
19.2000	0.0036
19.4000	0.0019
19.6000	0.0002
19.8000	-0.0013
20.0000	-0.0026
20.2000	-0.0035
20.4000	-0.0041
20.6000	-0.0042
20.8000	-0.0041
21.0000	-0.0037
21.2000	-0.0032
21.4000	-0.0027
21.6000	-0.0023
21.8000	-0.0020
22.0000	-0.0017
22.2000	-0.0015
22.4000	-0.0013
22.6000	-0.0011
22.8000	-0.0008
23.0000	-0.0004
23.2000	0.0001
23.4000	0.0005
23.6000	0.0010
23.8000	0.0015
24.0000	0.0020
24.2000	0.0025
24.4000	0.0028
24.6000	0.0030
24.8000	0.0030
25.0000	0.0028
25.2000	0.0024
25.4000	0.0019
25.6000	0.0014
25.8000	0.0010
26.0000	0.0008
26.2000	0.0008
26.4000	0.0009
26.6000	0.0012
26.8000	0.0015
27.0000	0.0018
27.2000	0.0020
27.4000	0.0021
27.6000	0.0022
27.8000	0.0022
28.0000	0.0022
28.2000	0.0022
28.4000	0.0021
28.6000	0.0019
28.8000	0.0016
29.0000	0.0012
29.2000	0.0007
29.4000	0.0003
29.6000	-0.0001
29.8000	-0.0003
30.0000	-0.0005
30.2000	-0.0005
30.4000	-0.0004
30.6000	-0.0001
30.8000	0.0003
31.0000	0.0007
31.2000	0.0011
31.4000	0.0015
31.6000	0.0017
31.8000	0.0018
32.0000	0.0018
32.2000	0.0016
32.4000	0.0013
32.6000	0.0010
32.8000	0.0007
33.0000	0.0004
33.2000	0.0001
33.4000	-0.0001
33.6000	-0.0003
33.8000	-0.0005
34.0000	-0.0006
34.2000	-0.0007
34.4000	-0.0007
34.6000	-0.0006
34.8000	-0.0005
35.0000	-0.0005
